elevation_deg,link_margin_db,rl_mcs
5.963547454989998,-1.4036452545010003,QPSK
5.982440542342743,-1.4017559457657258,QPSK
6.001333629695488,-1.3998666370304513,QPSK
6.020226717048233,-1.3979773282951766,QPSK
6.039119804400978,-1.3960880195599021,QPSK
6.058012891753723,-1.3941987108246277,QPSK
6.076905979106468,-1.3923094020893532,QPSK
6.095799066459213,-1.3904200933540787,QPSK
6.1146921538119585,-1.388530784618804,QPSK
6.133585241164703,-1.3866414758835295,QPSK
6.152478328517448,-1.384752167148255,QPSK
6.171371415870193,-1.3828628584129805,QPSK
6.190264503222938,-1.380973549677706,QPSK
6.209157590575684,-1.3790842409424315,QPSK
6.228050677928429,-1.377194932207157,QPSK
6.2469437652811735,-1.3753056234718826,QPSK
6.265836852633919,-1.373416314736608,QPSK
6.284729939986663,-1.3715270060013336,QPSK
6.303623027339409,-1.369637697266059,QPSK
6.322516114692154,-1.3677483885307846,QPSK
6.341409202044899,-1.3658590797955101,QPSK
6.360302289397644,-1.3639697710602356,QPSK
6.379195376750389,-1.3620804623249612,QPSK
6.398088464103134,-1.3601911535896867,QPSK
6.416981551455879,-1.3583018448544122,QPSK
6.435874638808624,-1.3564125361191377,QPSK
6.45476772616137,-1.354523227383863,QPSK
6.4736608135141145,-1.3526339186485885,QPSK
6.492553900866859,-1.350744609913314,QPSK
6.511446988219604,-1.3488553011780395,QPSK
6.530340075572349,-1.346965992442765,QPSK
6.549233162925095,-1.3450766837074903,QPSK
6.56812625027784,-1.3431873749722159,QPSK
6.587019337630585,-1.3412980662369414,QPSK
6.605912424983329,-1.3394087575016669,QPSK
6.624805512336074,-1.3375194487663924,QPSK
6.64369859968882,-1.335630140031118,QPSK
6.662591687041565,-1.3337408312958434,QPSK
6.68148477439431,-1.331851522560569,QPSK
6.700377861747055,-1.3299622138252944,QPSK
6.7192709490997995,-1.32807290509002,QPSK
6.738164036452545,-1.3261835963547455,QPSK
6.75705712380529,-1.324294287619471,QPSK
6.775950211158035,-1.3224049788841965,QPSK
6.794843298510781,-1.320515670148922,QPSK
6.813736385863525,-1.3186263614136475,QPSK
6.8326294732162705,-1.316737052678373,QPSK
6.851522560569015,-1.3148477439430986,QPSK
6.87041564792176,-1.312958435207824,QPSK
6.889308735274506,-1.3110691264725494,QPSK
6.908201822627251,-1.3091798177372749,QPSK
6.927094909979996,-1.3072905090020004,QPSK
6.9459879973327405,-1.305401200266726,QPSK
6.964881084685485,-1.3035118915314514,QPSK
6.983774172038231,-1.3016225827961767,QPSK
7.002667259390976,-1.2997332740609022,QPSK
7.021560346743721,-1.2978439653256277,QPSK
7.040453434096466,-1.2959546565903532,QPSK
7.059346521449211,-1.2940653478550788,QPSK
7.078239608801956,-1.2921760391198043,QPSK
7.097132696154701,-1.2902867303845298,QPSK
7.116025783507446,-1.2883974216492553,QPSK
7.134918870860192,-1.2865081129139808,QPSK
7.153811958212936,-1.2846188041787063,QPSK
7.172705045565682,-1.2827294954434318,QPSK
7.191598132918426,-1.2808401867081574,QPSK
7.210491220271171,-1.2789508779728829,QPSK
7.229384307623917,-1.2770615692376084,QPSK
7.248277394976661,-1.275172260502334,QPSK
7.267170482329407,-1.2732829517670594,QPSK
7.286063569682152,-1.271393643031785,QPSK
7.3049566570348965,-1.2695043342965104,QPSK
7.323849744387642,-1.2676150255612357,QPSK
7.342742831740386,-1.2657257168259615,QPSK
7.361635919093132,-1.2638364080906868,QPSK
7.380529006445877,-1.2619470993554123,QPSK
7.399422093798622,-1.2600577906201378,QPSK
7.4183151811513675,-1.258168481884863,QPSK
7.437208268504111,-1.2562791731495888,QPSK
7.456101355856857,-1.254389864414314,QPSK
7.474994443209602,-1.2525005556790396,QPSK
7.493887530562347,-1.2506112469437651,QPSK
7.512780617915093,-1.2487219382084906,QPSK
7.5316737052678375,-1.2468326294732162,QPSK
7.550566792620582,-1.2449433207379417,QPSK
7.569459879973327,-1.2430540120026672,QPSK
7.588352967326072,-1.2411647032673927,QPSK
7.607246054678818,-1.2392753945321182,QPSK
7.626139142031563,-1.2373860857968437,QPSK
7.645032229384308,-1.2354967770615692,QPSK
7.663925316737053,-1.2336074683262948,QPSK
7.682818404089797,-1.2317181595910203,QPSK
7.701711491442543,-1.2298288508557458,QPSK
7.720604578795288,-1.2279395421204713,QPSK
7.739497666148033,-1.2260502333851968,QPSK
7.758390753500779,-1.224160924649922,QPSK
7.7772838408535225,-1.2222716159146478,QPSK
7.796176928206268,-1.2203823071793731,QPSK
7.815070015559013,-1.2184929984440986,QPSK
7.833963102911758,-1.2166036897088242,QPSK
7.852856190264504,-1.2147143809735494,QPSK
7.871749277617248,-1.2128250722382752,QPSK
7.8906423649699935,-1.2109357635030005,QPSK
7.909535452322738,-1.209046454767726,QPSK
7.928428539675483,-1.2071571460324515,QPSK
7.947321627028229,-1.205267837297177,QPSK
7.966214714380973,-1.2033785285619025,QPSK
7.985107801733719,-1.201489219826628,QPSK
8.004000889086463,-1.1995999110913536,QPSK
8.022893976439208,-1.197710602356079,QPSK
8.041787063791954,-1.1958212936208046,QPSK
8.060680151144698,-1.19393198488553,QPSK
8.079573238497444,-1.1920426761502556,QPSK
8.09846632585019,-1.1901533674149811,QPSK
8.117359413202934,-1.1882640586797066,QPSK
8.13625250055568,-1.1863747499444321,QPSK
8.155145587908425,-1.1844854412091574,QPSK
8.17403867526117,-1.1825961324738832,QPSK
8.192931762613915,-1.1807068237386085,QPSK
8.211824849966659,-1.1788175150033342,QPSK
8.230717937319405,-1.1769282062680595,QPSK
8.249611024672149,-1.1750388975327852,QPSK
8.268504112024894,-1.1731495887975105,QPSK
8.28739719937764,-1.1712602800622358,QPSK
8.306290286730384,-1.1693709713269616,QPSK
8.32518337408313,-1.1674816625916868,QPSK
8.344076461435876,-1.1655923538564124,QPSK
8.36296954878862,-1.1637030451211379,QPSK
8.381862636141365,-1.1618137363858634,QPSK
8.40075572349411,-1.159924427650589,QPSK
8.419648810846855,-1.1580351189153144,QPSK
8.438541898199599,-1.15614581018004,QPSK
8.457434985552345,-1.1542565014447654,QPSK
8.47632807290509,-1.152367192709491,QPSK
8.495221160257834,-1.1504778839742165,QPSK
8.51411424761058,-1.148588575238942,QPSK
8.533007334963326,-1.1466992665036675,QPSK
8.55190042231607,-1.144809957768393,QPSK
8.570793509668816,-1.1429206490331185,QPSK
8.589686597021561,-1.1410313402978438,QPSK
8.608579684374305,-1.1391420315625695,QPSK
8.62747277172705,-1.137252722827295,QPSK
8.646365859079795,-1.1353634140920206,QPSK
8.665258946432541,-1.1334741053567459,QPSK
8.684152033785285,-1.1315847966214716,QPSK
8.70304512113803,-1.129695487886197,QPSK
8.721938208490776,-1.1278061791509222,QPSK
8.74083129584352,-1.125916870415648,QPSK
8.759724383196266,-1.1240275616803732,QPSK
8.778617470549012,-1.1221382529450987,QPSK
8.797510557901756,-1.1202489442098242,QPSK
8.816403645254502,-1.1183596354745498,QPSK
8.835296732607246,-1.1164703267392753,QPSK
8.854189819959991,-1.1145810180040008,QPSK
8.873082907312735,-1.1126917092687263,QPSK
8.891975994665481,-1.1108024005334518,QPSK
8.910869082018227,-1.1089130917981773,QPSK
8.92976216937097,-1.1070237830629028,QPSK
8.948655256723717,-1.1051344743276283,QPSK
8.967548344076462,-1.1032451655923539,QPSK
8.986441431429206,-1.1013558568570794,QPSK
9.005334518781952,-1.0994665481218049,QPSK
9.024227606134698,-1.0975772393865302,QPSK
9.043120693487442,-1.095687930651256,QPSK
9.062013780840186,-1.0937986219159814,QPSK
9.080906868192931,-1.091909313180707,QPSK
9.099799955545677,-1.0900200044454322,QPSK
9.118693042898421,-1.088130695710158,QPSK
9.137586130251167,-1.0862413869748833,QPSK
9.156479217603913,-1.0843520782396086,QPSK
9.175372304956657,-1.0824627695043343,QPSK
9.194265392309402,-1.0805734607690596,QPSK
9.213158479662148,-1.078684152033785,QPSK
9.232051567014892,-1.0767948432985106,QPSK
9.250944654367636,-1.0749055345632363,QPSK
9.269837741720384,-1.0730162258279616,QPSK
9.288730829073128,-1.0711269170926871,QPSK
9.307623916425872,-1.0692376083574127,QPSK
9.326517003778617,-1.0673482996221382,QPSK
9.345410091131363,-1.0654589908868637,QPSK
9.364303178484107,-1.0635696821515892,QPSK
9.383196265836853,-1.0616803734163147,QPSK
9.402089353189599,-1.0597910646810402,QPSK
9.420982440542343,-1.0579017559457657,QPSK
9.439875527895087,-1.0560124472104913,QPSK
9.458768615247834,-1.0541231384752165,QPSK
9.477661702600578,-1.0522338297399423,QPSK
9.496554789953322,-1.0503445210046678,QPSK
9.515447877306068,-1.0484552122693933,QPSK
9.534340964658814,-1.0465659035341186,QPSK
9.553234052011558,-1.0446765947988443,QPSK
9.572127139364303,-1.0427872860635696,QPSK
9.591020226717049,-1.040897977328295,QPSK
9.609913314069793,-1.0390086685930207,QPSK
9.628806401422539,-1.037119359857746,QPSK
9.647699488775284,-1.0352300511224715,QPSK
9.666592576128028,-1.033340742387197,QPSK
9.685485663480772,-1.0314514336519227,QPSK
9.704378750833518,-1.029562124916648,QPSK
9.723271838186264,-1.0276728161813735,QPSK
9.742164925539008,-1.025783507446099,QPSK
9.761058012891754,-1.0238941987108245,QPSK
9.7799511002445,-1.02200488997555,QPSK
9.798844187597243,-1.0201155812402756,QPSK
9.81773727494999,-1.018226272505001,QPSK
9.836630362302735,-1.0163369637697266,QPSK
9.855523449655479,-1.0144476550344521,QPSK
9.874416537008223,-1.0125583462991776,QPSK
9.89330962436097,-1.010669037563903,QPSK
9.912202711713714,-1.0087797288286287,QPSK
9.931095799066458,-1.0068904200933542,QPSK
9.949988886419204,-1.0050011113580797,QPSK
9.96888197377195,-1.003111802622805,QPSK
9.987775061124694,-1.0012224938875307,QPSK
10.00666814847744,-0.999333185152256,QPSK
10.025561235830185,-0.9974438764169815,QPSK
10.04445432318293,-0.995554567681707,QPSK
10.063347410535675,-0.9936652589464325,QPSK
10.08224049788842,-0.9917759502111578,QPSK
10.101133585241165,-0.9898866414758836,QPSK
10.120026672593909,-0.9879973327406091,QPSK
10.138919759946655,-0.9861080240053346,QPSK
10.1578128472994,-0.9842187152700599,QPSK
10.176705934652144,-0.9823294065347856,QPSK
10.19559902200489,-0.9804400977995109,QPSK
10.214492109357636,-0.9785507890642364,QPSK
10.23338519671038,-0.9766614803289619,QPSK
10.252278284063125,-0.9747721715936875,QPSK
10.271171371415871,-0.9728828628584127,QPSK
10.290064458768615,-0.9709935541231385,QPSK
10.30895754612136,-0.969104245387864,QPSK
10.327850633474107,-0.9672149366525893,QPSK
10.34674372082685,-0.9653256279173148,QPSK
10.365636808179595,-0.9634363191820405,QPSK
10.38452989553234,-0.9615470104467658,QPSK
10.403422982885086,-0.9596577017114913,QPSK
10.42231607023783,-0.9577683929762169,QPSK
10.441209157590576,-0.9558790842409424,QPSK
10.460102244943322,-0.9539897755056679,QPSK
10.478995332296066,-0.9521004667703934,QPSK
10.497888419648811,-0.9502111580351189,QPSK
10.516781507001557,-0.9483218492998442,QPSK
10.535674594354301,-0.9464325405645699,QPSK
10.554567681707045,-0.9445432318292954,QPSK
10.57346076905979,-0.942653923094021,QPSK
10.592353856412537,-0.9407646143587463,QPSK
10.61124694376528,-0.938875305623472,QPSK
10.630140031118026,-0.9369859968881973,QPSK
10.649033118470772,-0.9350966881529228,QPSK
10.667926205823516,-0.9332073794176483,QPSK
10.686819293176262,-0.9313180706823738,QPSK
10.705712380529008,-0.9294287619470991,QPSK
10.724605467881752,-0.9275394532118248,QPSK
10.743498555234495,-0.9256501444765504,QPSK
10.762391642587243,-0.9237608357412757,QPSK
10.781284729939987,-0.9218715270060012,QPSK
10.800177817292731,-0.9199822182707269,QPSK
10.819070904645477,-0.9180929095354522,QPSK
10.837963991998222,-0.9162036008001777,QPSK
10.856857079350966,-0.9143142920649032,QPSK
10.875750166703712,-0.9124249833296287,QPSK
10.894643254056458,-0.9105356745943542,QPSK
10.913536341409202,-0.9086463658590798,QPSK
10.932429428761946,-0.9067570571238053,QPSK
10.951322516114693,-0.9048677483885306,QPSK
10.970215603467437,-0.9029784396532563,QPSK
10.989108690820181,-0.9010891309179818,QPSK
11.008001778172927,-0.8991998221827073,QPSK
11.026894865525673,-0.8973105134474326,QPSK
11.045787952878417,-0.8954212047121584,QPSK
11.064681040231163,-0.8935318959768836,QPSK
11.083574127583908,-0.8916425872416092,QPSK
11.102467214936652,-0.8897532785063347,QPSK
11.121360302289398,-0.8878639697710602,QPSK
11.140253389642144,-0.8859746610357855,QPSK
11.159146476994888,-0.8840853523005112,QPSK
11.178039564347632,-0.8821960435652367,QPSK
11.196932651700378,-0.8803067348299622,QPSK
11.215825739053123,-0.8784174260946875,QPSK
11.234718826405867,-0.8765281173594133,QPSK
11.253611913758613,-0.8746388086241386,QPSK
11.272505001111359,-0.8727494998888641,QPSK
11.291398088464103,-0.8708601911535896,QPSK
11.310291175816849,-0.8689708824183151,QPSK
11.329184263169594,-0.8670815736830406,QPSK
11.348077350522338,-0.8651922649477661,QPSK
11.366970437875082,-0.8633029562124916,QPSK
11.38586352522783,-0.8614136474772169,QPSK
11.404756612580574,-0.8595243387419427,QPSK
11.423649699933318,-0.8576350300066682,QPSK
11.442542787286063,-0.8557457212713937,QPSK
11.46143587463881,-0.853856412536119,QPSK
11.480328961991553,-0.8519671038008447,QPSK
11.499222049344299,-0.85007779506557,QPSK
11.518115136697045,-0.8481884863302955,QPSK
11.537008224049789,-0.846299177595021,QPSK
11.555901311402534,-0.8444098688597466,QPSK
11.57479439875528,-0.8425205601244719,QPSK
11.593687486108024,-0.8406312513891976,QPSK
11.612580573460768,-0.8387419426539231,QPSK
11.631473660813514,-0.8368526339186486,QPSK
11.65036674816626,-0.8349633251833739,QPSK
11.669259835519004,-0.8330740164480996,QPSK
11.68815292287175,-0.8311847077128249,QPSK
11.707046010224495,-0.8292953989775504,QPSK
11.725939097577239,-0.827406090242276,QPSK
11.744832184929985,-0.8255167815070015,QPSK
11.76372527228273,-0.823627472771727,QPSK
11.782618359635475,-0.8217381640364525,QPSK
11.801511446988219,-0.819848855301178,QPSK
11.820404534340966,-0.8179595465659033,QPSK
11.83929762169371,-0.816070237830629,QPSK
11.858190709046454,-0.8141809290953546,QPSK
11.8770837963992,-0.8122916203600801,QPSK
11.895976883751946,-0.8104023116248054,QPSK
11.91486997110469,-0.8085130028895311,QPSK
11.933763058457435,-0.8066236941542564,QPSK
11.952656145810181,-0.8047343854189819,QPSK
11.971549233162925,-0.8028450766837074,QPSK
11.990442320515669,-0.8009557679484332,QPSK
12.009335407868416,-0.7990664592131582,QPSK
12.02822849522116,-0.797177150477884,QPSK
12.047121582573904,-0.7952878417426095,QPSK
12.06601466992665,-0.793398533007335,QPSK
12.084907757279396,-0.7915092242720603,QPSK
12.10380084463214,-0.789619915536786,QPSK
12.122693931984886,-0.7877306068015113,QPSK
12.141587019337631,-0.7858412980662368,QPSK
12.160480106690375,-0.7839519893309623,QPSK
12.179373194043121,-0.7820626805956878,QPSK
12.198266281395867,-0.7801733718604131,QPSK
12.21715936874861,-0.7782840631251389,QPSK
12.236052456101355,-0.7763947543898644,QPSK
12.2549455434541,-0.7745054456545899,QPSK
12.273838630806846,-0.7726161369193152,QPSK
12.29273171815959,-0.7707268281840409,QPSK
12.311624805512336,-0.7688375194487662,QPSK
12.330517892865082,-0.7669482107134917,QPSK
12.349410980217826,-0.7650589019782172,QPSK
12.368304067570572,-0.7631695932429428,QPSK
12.387197154923317,-0.7612802845076683,QPSK
12.406090242276061,-0.7593909757723938,QPSK
12.424983329628805,-0.7575016670371193,QPSK
12.443876416981553,-0.7556123583018446,QPSK
12.462769504334297,-0.7537230495665703,QPSK
12.48166259168704,-0.7518337408312958,QPSK
12.500555679039786,-0.7499444320960214,QPSK
12.519448766392532,-0.7480551233607466,QPSK
12.538341853745276,-0.7461658146254724,QPSK
12.557234941098022,-0.7442765058901977,QPSK
12.576128028450768,-0.7423871971549232,QPSK
12.595021115803512,-0.7404978884196487,QPSK
12.613914203156257,-0.7386085796843742,QPSK
12.632807290509003,-0.7367192709490995,QPSK
12.651700377861747,-0.7348299622138252,QPSK
12.670593465214491,-0.7329406534785508,QPSK
12.689486552567237,-0.7310513447432763,QPSK
12.708379639919983,-0.7291620360080016,QPSK
12.727272727272727,-0.7272727272727273,QPSK
12.746165814625472,-0.7253834185374526,QPSK
12.765058901978218,-0.7234941098021781,QPSK
12.783951989330962,-0.7216048010669036,QPSK
12.802845076683708,-0.7197154923316291,QPSK
12.821738164036454,-0.7178261835963546,QPSK
12.840631251389198,-0.7159368748610802,QPSK
12.859524338741942,-0.7140475661258057,QPSK
12.878417426094689,-0.712158257390531,QPSK
12.897310513447433,-0.7102689486552567,QPSK
12.916203600800177,-0.7083796399199822,QPSK
12.935096688152923,-0.7064903311847077,QPSK
12.953989775505669,-0.704601022449433,QPSK
12.972882862858413,-0.7027117137141587,QPSK
12.991775950211158,-0.700822404978884,QPSK
13.010669037563904,-0.6989330962436096,QPSK
13.029562124916648,-0.6970437875083351,QPSK
13.048455212269394,-0.6951544787730606,QPSK
13.067348299622138,-0.6932651700377861,QPSK
13.086241386974883,-0.6913758613025116,QPSK
13.10513447432763,-0.6894865525672369,QPSK
13.124027561680373,-0.6875972438319626,QPSK
13.142920649033119,-0.6857079350966879,QPSK
13.161813736385863,-0.6838186263614137,QPSK
13.180706823738609,-0.681929317626139,QPSK
13.199599911091354,-0.6800400088908645,QPSK
13.218492998444098,-0.67815070015559,QPSK
13.237386085796844,-0.6762613914203155,QPSK
13.256279173149588,-0.674372082685041,QPSK
13.275172260502334,-0.6724827739497665,QPSK
13.29406534785508,-0.670593465214492,QPSK
13.312958435207824,-0.6687041564792175,QPSK
13.33185152256057,-0.6668148477439431,QPSK
13.350744609913313,-0.6649255390086686,QPSK
13.369637697266059,-0.6630362302733941,QPSK
13.388530784618805,-0.6611469215381194,QPSK
13.407423871971549,-0.6592576128028451,QPSK
13.426316959324295,-0.6573683040675704,QPSK
13.44521004667704,-0.6554789953322959,QPSK
13.464103134029784,-0.6535896865970214,QPSK
13.48299622138253,-0.651700377861747,QPSK
13.501889308735274,-0.6498110691264725,QPSK
13.52078239608802,-0.647921760391198,QPSK
13.539675483440766,-0.6460324516559233,QPSK
13.55856857079351,-0.644143142920649,QPSK
13.577461658146255,-0.6422538341853743,QPSK
13.596354745499,-0.6403645254501,QPSK
13.615247832851745,-0.6384752167148253,QPSK
13.63414092020449,-0.6365859079795508,QPSK
13.653034007557235,-0.6346965992442763,QPSK
13.67192709490998,-0.6328072905090019,QPSK
13.690820182262724,-0.6309179817737274,QPSK
13.70971326961547,-0.6290286730384529,QPSK
13.728606356968216,-0.6271393643031784,QPSK
13.74749944432096,-0.6252500555679039,QPSK
13.766392531673706,-0.6233607468326294,QPSK
13.78528561902645,-0.621471438097355,QPSK
13.804178706379195,-0.6195821293620805,QPSK
13.823071793731941,-0.6176928206268057,QPSK
13.841964881084685,-0.6158035118915315,QPSK
13.860857968437431,-0.6139142031562568,QPSK
13.879751055790175,-0.6120248944209825,QPSK
13.89864414314292,-0.6101355856857078,QPSK
13.917537230495666,-0.6082462769504333,QPSK
13.93643031784841,-0.6063569682151588,QPSK
13.955323405201156,-0.6044676594798843,QPSK
13.974216492553902,-0.6025783507446096,QPSK
13.993109579906646,-0.6006890420093354,QPSK
14.012002667259392,-0.5987997332740607,QPSK
14.030895754612136,-0.5969104245387864,QPSK
14.049788841964881,-0.5950211158035117,QPSK
14.068681929317627,-0.5931318070682372,QPSK
14.087575016670371,-0.5912424983329627,QPSK
14.106468104023117,-0.5893531895976882,QPSK
14.12536119137586,-0.5874638808624137,QPSK
14.144254278728607,-0.5855745721271393,QPSK
14.163147366081352,-0.5836852633918648,QPSK
14.182040453434096,-0.5817959546565903,QPSK
14.200933540786842,-0.5799066459213158,QPSK
14.219826628139586,-0.5780173371860413,QPSK
14.238719715492332,-0.5761280284507668,QPSK
14.257612802845077,-0.5742387197154921,QPSK
14.276505890197821,-0.5723494109802179,QPSK
14.295398977550567,-0.5704601022449431,QPSK
14.314292064903311,-0.5685707935096689,QPSK
14.333185152256057,-0.5666814847743942,QPSK
14.352078239608803,-0.5647921760391197,QPSK
14.370971326961547,-0.5629028673038452,QPSK
14.389864414314292,-0.5610135585685707,QPSK
14.408757501667036,-0.5591242498332962,QPSK
14.427650589019782,-0.5572349410980217,QPSK
14.446543676372528,-0.555345632362747,QPSK
14.465436763725272,-0.5534563236274728,QPSK
14.484329851078018,-0.5515670148921981,QPSK
14.503222938430763,-0.5496777061569236,QPSK
14.522116025783507,-0.5477883974216491,QPSK
14.541009113136253,-0.5458990886863746,QPSK
14.559902200488997,-0.5440097799511001,QPSK
14.578795287841743,-0.5421204712158256,QPSK
14.597688375194489,-0.5402311624805511,QPSK
14.616581462547233,-0.5383418537452767,QPSK
14.635474549899978,-0.5364525450100022,QPSK
14.654367637252722,-0.5345632362747277,QPSK
14.673260724605468,-0.5326739275394532,QPSK
14.692153811958214,-0.5307846188041785,QPSK
14.711046899310958,-0.5288953100689042,QPSK
14.729939986663704,-0.5270060013336295,QPSK
14.748833074016447,-0.5251166925983553,QPSK
14.767726161369193,-0.5232273838630805,QPSK
14.786619248721939,-0.521338075127806,QPSK
14.805512336074683,-0.5194487663925316,QPSK
14.824405423427429,-0.5175594576572571,QPSK
14.843298510780173,-0.5156701489219826,QPSK
14.862191598132918,-0.5137808401867081,QPSK
14.881084685485664,-0.5118915314514334,QPSK
14.899977772838408,-0.5100022227161591,QPSK
14.918870860191154,-0.5081129139808844,QPSK
14.9377639475439,-0.5062236052456099,QPSK
14.956657034896644,-0.5043342965103355,QPSK
14.97555012224939,-0.502444987775061,QPSK
14.994443209602133,-0.5005556790397865,QPSK
15.01333629695488,-0.498666370304512,QPSK
15.032229384307625,-0.4967770615692375,QPSK
15.051122471660369,-0.494887752833963,QPSK
15.070015559013115,-0.49299844409868854,QPSK
15.088908646365859,-0.49110913536341405,QPSK
15.107801733718604,-0.48921982662813956,QPSK
15.12669482107135,-0.48733051789286486,QPSK
15.145587908424094,-0.4854412091575906,QPSK
15.16448099577684,-0.4835519004223159,QPSK
15.183374083129584,-0.4816625916870416,QPSK
15.20226717048233,-0.4797732829517669,QPSK
15.221160257835075,-0.4778839742164924,QPSK
15.24005334518782,-0.47599466548121794,QPSK
15.258946432540565,-0.47410535674594345,QPSK
15.277839519893309,-0.47221604801066897,QPSK
15.296732607246055,-0.4703267392753945,QPSK
15.3156256945988,-0.46843743054011977,QPSK
15.334518781951544,-0.4665481218048455,QPSK
15.35341186930429,-0.4646588130695708,QPSK
15.372304956657034,-0.46276950433429653,QPSK
15.39119804400978,-0.4608801955990218,QPSK
15.410091131362526,-0.45899088686374734,QPSK
15.42898421871527,-0.45710157812847285,QPSK
15.447877306068015,-0.45521226939319837,QPSK
15.466770393420761,-0.4533229606579239,QPSK
15.485663480773505,-0.4514336519226494,QPSK
15.504556568126251,-0.4495443431873749,QPSK
15.523449655478995,-0.4476550344521004,QPSK
15.54234274283174,-0.44576572571682593,QPSK
15.561235830184486,-0.4438764169815512,QPSK
15.58012891753723,-0.44198710824627696,QPSK
15.599022004889976,-0.44009779951100225,QPSK
15.61791509224272,-0.438208490775728,QPSK
15.636808179595466,-0.4363191820404533,QPSK
15.655701266948212,-0.4344298733051788,QPSK
15.674594354300956,-0.4325405645699043,QPSK
15.693487441653701,-0.4306512558346298,QPSK
15.712380529006445,-0.42876194709935533,QPSK
15.731273616359191,-0.42687263836408085,QPSK
15.750166703711937,-0.42498332962880614,QPSK
15.76905979106468,-0.4230940208935319,QPSK
15.787952878417427,-0.42120471215825717,QPSK
15.80684596577017,-0.4193154034229829,QPSK
15.825739053122916,-0.4174260946877082,QPSK
15.844632140475662,-0.4155367859524337,QPSK
15.863525227828406,-0.4136474772171592,QPSK
15.882418315181152,-0.41175816848188473,QPSK
15.901311402533896,-0.40986885974661025,QPSK
15.920204489886641,-0.40797955101133576,QPSK
15.939097577239387,-0.4060902422760613,QPSK
15.957990664592131,-0.4042009335407868,QPSK
15.976883751944877,-0.4023116248055123,QPSK
15.995776839297623,-0.4004223160702376,QPSK
16.014669926650367,-0.39853300733496333,QPSK
16.033563014003114,-0.3966436985996884,QPSK
16.052456101355858,-0.39475438986441413,QPSK
16.071349188708602,-0.39286508112913965,QPSK
16.090242276061346,-0.3909757723938654,QPSK
16.10913536341409,-0.3890864636585909,QPSK
16.128028450766838,-0.3871971549233162,QPSK
16.14692153811958,-0.3853078461880417,QPSK
16.16581462547233,-0.383418537452767,QPSK
16.184707712825073,-0.3815292287174925,QPSK
16.203600800177817,-0.37963991998221824,QPSK
16.22249388753056,-0.37775061124694376,QPSK
16.241386974883305,-0.3758613025116695,QPSK
16.260280062236053,-0.37397199377639456,QPSK
16.2791731495888,-0.37208268504111985,QPSK
16.298066236941544,-0.3701933763058456,QPSK
16.316959324294288,-0.3683040675705711,QPSK
16.335852411647032,-0.3664147588352966,QPSK
16.354745498999776,-0.36452545010002235,QPSK
16.373638586352524,-0.36263614136474764,QPSK
16.392531673705268,-0.36074683262947316,QPSK
16.411424761058015,-0.35885752389419845,QPSK
16.43031784841076,-0.35696821515892396,QPSK
16.449210935763503,-0.3550789064236497,QPSK
16.468104023116247,-0.3531895976883752,QPSK
16.48699711046899,-0.3513002889531007,QPSK
16.50589019782174,-0.349410980217826,QPSK
